entity,code,year,working_hours,productivity per hour,population,continent,health,income,income_p_hour,health_share,food_share
China,CHN,2002,2118.2014,4.0724883,1280.92608,Asia,50.15548325,965.113619143611,0.455628826958386,0.051968475270823794,
China,CHN,2003,2138.0823,4.3798833,1288.873344,Asia,56.79228973,1084.07773555835,0.5070327440428042,0.05238765437863121,
China,CHN,2004,2167.896,4.7892036,1296.816768,Asia,64.54340363,1246.47151698684,0.5749683181235815,0.051780889294625924,
China,CHN,2005,2192.3545,5.240103,1304.887552,Asia,73.29019928,1428.78714461232,0.6517135548162124,0.051295393828509145,
China,CHN,2006,2183.0583,5.70952,1313.086592,Asia,82.79460144,1700.97400565712,0.7791702153154223,0.04867481875951114,
China,CHN,2007,2152.6501,6.339555,1321.513216,Asia,98.87766266,2168.19688996975,1.0072221630304665,0.04560363642131205,
China,CHN,2008,2131.5928,6.7905946,1330.167168,Asia,134.2076416,2703.09678898876,1.2681112400964951,0.049649587889972535,
China,CHN,2009,2138.8518,7.314836,1339.125632,Asia,165.29444885,3041.78213898148,1.4221565696985083,0.05434131745718901,
China,CHN,2010,2172.7102,8.160233,1348.19136,Asia,189.34370422,3487.25899295549,1.6050272111556756,0.05429585373569548,
China,CHN,2011,2178.809,8.755135,1357.095424,Asia,239.7543335,4132.67220088012,1.896757449083476,0.058014360163610466,
China,CHN,2012,2184.293,9.246322,1366.560768,Asia,285.31427002,4770.26318228205,2.1838934530679035,0.05981101233150583,
China,CHN,2013,2178.325,9.604797,1376.100352,Asia,329.78106689,5239.78513400738,2.405419363046093,0.06293789887483113,
China,CHN,2014,2178.6626,10.032687,1385.189632,Asia,363.00939941,5753.40866780212,2.64079838144838,0.06309466620049337,
China,CHN,2015,2170.4592,10.392884,1393.715456,Asia,393.77990723,6012.71864865345,2.7702518658970647,0.0654911580335107,
China,CHN,2016,2167.2278,10.742945,1401.889664,Asia,398.78921509,6078.48522150407,2.8047283361278725,0.06560667675545043,
China,CHN,2017,2168.919,11.3577385,1410.275968,Asia,440.58850098,6658.94373473479,3.0701670900272395,0.0661649232267537,
China,CHN,2018,2168.919,11.380233,1417.06944,Asia,504.79974365,7331.85980601051,3.380421217210283,0.06885016312452884,
China,CHN,2019,2168.919,11.692401,1421.864064,Asia,539.6194458,7470.11381485915,3.4441644961656706,0.07223711166577114,19.952589
China,CHN,2019,2168.919,11.692401,1421.864064,Asia,539.6194458,7470.11381485915,3.4441644961656706,0.07223711166577114,
Colombia,COL,2000,1956.0,11.04398,39.215136,South America,134.28536987,2057.27324442649,1.0517756873346062,0.0652734731440281,
Colombia,COL,2001,1956.0,11.027083,39.837876,South America,138.04423523,2029.43890888866,1.0375454544420553,0.06802088726365965,
Colombia,COL,2002,2032.2886,10.495688,40.454056,South America,131.78384399,1986.54019364904,0.9774892176480446,0.06633837282090357,
Colombia,COL,2003,2016.2488,10.553985,41.057688,South America,129.33486938,1865.20857234798,0.9250884971874404,0.0693407007116579,
Colombia,COL,2004,2004.2563,10.728965,41.648272,South America,159.19371033,2257.00883127388,1.1261078891326821,0.07053304715699732,
Colombia,COL,2005,2013.9287,10.961963,42.220944,South America,209.25302124,2791.18469467951,1.38594017488281,0.07496924930796345,
Colombia,COL,2006,2037.6603,11.455455,42.772912,South America,239.38911438,3032.79285425752,1.4883701931364712,0.07893355263084942,
Colombia,COL,2007,2061.6716,11.84688,43.306592,South America,309.03665161,3847.32984402978,1.8661215704915273,0.08032496930034677,
Colombia,COL,2008,2085.9658,12.6653185,43.815316,South America,378.18411255,4371.34261249125,2.095596491798308,0.08651440668807951,
Colombia,COL,2009,2051.2192,12.9909935,44.313916,South America,383.43283081,4276.88769963942,2.0850466394032487,0.08965230273460928,
Colombia,COL,2010,2045.4346,13.992607,44.816104,South America,452.15301514,5117.45537953874,2.5018914706628803,0.08835504789115614,
Colombia,COL,2011,2029.6957,15.261172,45.308896,South America,501.26507568,5695.13693780884,2.8059067858343694,0.08801633413802651,
Colombia,COL,2012,2016.916,15.648261,45.78242,South America,546.5491333,6324.50192122052,3.1357289650240863,0.0864177353581269,
Colombia,COL,2013,2011.7549,15.742564,46.237928,South America,579.91369629,6536.18476048262,3.2489965653781283,0.08872357767426088,
Colombia,COL,2014,2004.7931,16.171175,46.677944,South America,586.67822266,6572.18115974916,3.27823412787542,0.08926689760974144,
Colombia,COL,2015,1997.0325,15.556253,47.119728,South America,468.58853149,5244.14510102898,2.6259688317686267,0.0893546083227285,
Colombia,COL,2016,1989.179,15.507443,47.62596,South America,447.23580933,5050.78901864685,2.539132485636964,0.08854771159097402,
Colombia,COL,2017,1974.2314,15.632915,48.351668,South America,495.29699707,5421.7589260531,2.746263141216932,0.09135356326707121,
Colombia,COL,2018,1968.3673,16.24981,49.276968,South America,517.15844727,5601.73536394541,2.8458791019061387,0.09232111366748952,
Colombia,COL,2019,1968.3673,16.958618,50.187404,South America,522.54925537,5361.51652719441,2.723839461869952,0.09746295711662034,18.59748
Colombia,COL,2019,1968.3673,16.958618,50.187404,South America,522.54925537,5361.51652719441,2.723839461869952,0.09746295711662034,
Costa Rica,CRI,2000,2367.5845,11.7755375,3.979189,North America,247.7019043,3378.3685165429,1.4269262687531956,0.07331997770138898,
Costa Rica,CRI,2001,2335.0432,12.216593,4.053223,North America,255.18231201,3530.74908040428,1.5120701323231536,0.072274269906708,
Costa Rica,CRI,2002,2362.696,11.855461,4.122628,North America,276.23712158,3595.94616707873,1.5219673487739134,0.07681903697807833,
Costa Rica,CRI,2003,2356.135,11.971055,4.188609,North America,287.37347412,3687.50522067414,1.565065338223039,0.07793167925806031,
Costa Rica,CRI,2004,2375.402,12.049881,4.252803,North America,290.13354492,3925.15487717826,1.6524170970548395,0.07391645782104095,
Costa Rica,CRI,2005,2357.8464,12.674956,4.315894,North America,309.51428223,4166.28360003297,1.7669868571731262,0.07429025768374257,
Costa Rica,CRI,2006,2365.613,12.448823,4.37817,North America,359.79248047,4715.9182865125,1.993529071117085,0.07629319649133966,
Costa Rica,CRI,2007,2392.5747,12.474863,4.440023,North America,423.63812256,5543.46339454358,2.316944751837249,0.07642119960185652,
Costa Rica,CRI,2008,2397.8833,12.858949,4.501921,North America,510.99154663,6322.8274537716,2.6368370194544495,0.08081693678437973,
Costa Rica,CRI,2009,2354.2432,13.92298,4.563131,North America,529.60870361,6119.07288727839,2.5991677016539287,0.08655048131736778,
Costa Rica,CRI,2010,2249.2659,14.393219,4.62225,North America,654.17340088,7417.77752146118,3.297865993283044,0.0881899462456699,
Costa Rica,CRI,2011,2289.8875,14.72274,4.679927,North America,742.14190674,8301.60488959396,3.62533307404576,0.08939740166028293,
Costa Rica,CRI,2012,2242.5994,16.007177,4.736593,North America,776.43487549,9109.07152132419,4.061836242943875,0.08523754300011571,
Costa Rica,CRI,2013,2156.5576,15.922192,4.791541,North America,816.87872314,9678.35110519984,4.487870440001157,0.08440267502809644,
Costa Rica,CRI,2014,2135.5332,16.74481,4.844293,North America,822.91003418,9736.60978111357,4.559334306351955,0.08451710119637601,
Costa Rica,CRI,2015,2156.9104,17.4247,4.895241,North America,875.34973145,10446.7590407173,4.8433903609149915,0.08379151161027415,
Costa Rica,CRI,2016,2212.3838,17.779793,4.945205,North America,870.73840332,10786.8880233463,4.875685684982099,0.08072192845938898,
Costa Rica,CRI,2017,2185.2825,18.72804,4.993849,North America,853.75048828,10833.4465199305,4.9574581409636975,0.07880691400556036,
Costa Rica,CRI,2018,2127.9885,19.487766,5.040738,North America,902.22119141,11041.9189987741,5.1888997514667485,0.0817087312006334,
Costa Rica,CRI,2019,2069.2454,20.024153,5.084527,North America,914.88470459,11300.9351944679,5.461379880060577,0.08095654818353969,31.579697
Costa Rica,CRI,2019,2069.2454,20.024153,5.084527,North America,914.88470459,11300.9351944679,5.461379880060577,0.08095654818353969,
Croatia,HRV,2000,1922.0885,18.520042,4.548438,Europe,371.06213379,3943.35817329509,2.051600731857607,0.09409800415870888,
Croatia,HRV,2001,1923.3796,19.14866,4.50676,Europe,388.32489014,4265.19547370258,2.2175526212831724,0.0910450394440887,
Croatia,HRV,2002,1923.6532,20.48642,4.482874,Europe,386.4440918,5076.67741634806,2.639081418806706,0.07612145899906143,
Croatia,HRV,2003,1924.7345,21.303438,4.461141,Europe,512.15209961,6414.89626494755,3.332873320942473,0.07983793945484598,
Croatia,HRV,2004,1926.5612,21.742834,4.443351,Europe,634.62030029,7788.7795017295,4.042840425588089,0.08147878626543253,
Croatia,HRV,2005,1926.5049,23.412586,4.429687,Europe,727.13104248,8699.73337213194,4.5158117023901365,0.0835808422369858,
Croatia,HRV,2006,1928.6445,24.864307,4.417562,Europe,816.01702881,9551.54968457016,4.952467748499093,0.08543294604101957,
Croatia,HRV,2007,1930.6614,26.065681,4.405542,Europe,1041.03442383,11429.3127019484,5.919894965501667,0.09108460420831173,
Croatia,HRV,2008,1932.2053,27.103188,4.393666,Europe,1258.87243652,13195.9447398868,6.829473420804093,0.09539843196788039,
Croatia,HRV,2009,1928.8948,26.007278,4.382142,Europe,1187.54528809,11560.0274281311,5.99308341135613,0.10272858740803087,
Croatia,HRV,2010,1942.9882,26.562008,4.36868,Europe,1126.37365723,11109.9757454789,5.717984157329879,0.10138398886139487,
Croatia,HRV,2011,1940.2644,28.587975,4.351838,Europe,1132.49890137,11677.725467625,6.018625846882002,0.09697940789152036,
Croatia,HRV,2012,1923.7847,29.960676,4.331592,Europe,1029.97119141,10607.6429329479,5.513944950777444,0.09709708348221782,
Croatia,HRV,2013,1909.4727,29.518702,4.308854,Europe,889.94451904,11207.3913702916,5.869364547757923,0.07940692794926862,
Croatia,HRV,2014,1891.6152,28.81806,4.283968,Europe,909.37164307,11208.4318192289,5.925323405748114,0.08113281659169352,
Croatia,HRV,2015,1827.651,30.722673,4.254821,Europe,795.50836726,9996.73277698844,5.46971647047956,0.07957683625305932,
Croatia,HRV,2016,1834.9098,31.301752,4.223748,Europe,840.90121453,10236.2583162062,5.578616625300165,0.08214927647914788,
Croatia,HRV,2017,1823.7676,33.157127,4.192468,Europe,902.62524611,11349.110948819,6.222893173899459,0.07953268323664843,
Croatia,HRV,2018,1810.8696,32.155815,4.160488,Europe,1024.62418864,12669.6318624383,6.996435227825516,0.08087245152542331,
Croatia,HRV,2019,1831.3234,32.262863,4.129749,Europe,1040.08569336,12740.0084956521,6.956722387565244,0.08163932494353984,19.568707
Croatia,HRV,2019,1831.3234,32.262863,4.129749,Europe,1040.08569336,12740.0084956521,6.956722387565244,0.08163932494353984,
Cyprus,CYP,2000,1926.3915,37.073933,0.948238,Europe,750.51672363,11346.9306640625,5.890251625415965,0.06614270817808057,
Cyprus,CYP,2001,1950.894,36.84264,0.964838,Europe,782.16162109,11974.1357421875,6.13776850110129,0.06532092486092951,
Cyprus,CYP,2002,1923.2074,35.53141,0.982202,Europe,890.48297119,13312.5478515625,6.9220552352089015,0.06689049918310593,
Cyprus,CYP,2003,1916.0419,32.61625,1.000355,Europe,1145.05847168,17016.919921875,8.88128799368897,0.06728940824408794,
Cyprus,CYP,2004,1878.5753,32.660805,1.018688,Europe,1286.97155762,19631.4921875,10.450202441978238,0.06555648166365347,
Cyprus,CYP,2005,1847.304,37.081375,1.03707,Europe,1366.01708984,20741.623046875,11.22805074144537,0.06585873664528911,
Cyprus,CYP,2006,1832.9216,37.981335,1.055445,Europe,1474.02062988,22179.05859375,12.100385850518649,0.06646001784292932,
Cyprus,CYP,2007,1862.0607,38.346024,1.073875,Europe,1694.27185059,25734.572265625,13.820479786520922,0.06583640998972913,
Cyprus,CYP,2008,1867.7183,39.743683,1.092402,Europe,2155.24658203,30766.46875,16.47275649116893,0.07005180215977824,
Cyprus,CYP,2009,1847.1039,40.4957,1.110979,Europe,2105.4777832,28203.197265625,15.268874298638533,0.0746538686153228,
Cyprus,CYP,2010,1844.9968,41.430702,1.129693,Europe,2045.2923584,26815.412109375,14.53412391250489,0.07627301605724494,
Cyprus,CYP,2011,1847.2744,41.143955,1.14509,Europe,2114.66894531,29301.916015625,15.862243322175091,0.07216828224414985,
Cyprus,CYP,2012,1845.2687,43.860336,1.156556,Europe,1899.37255859,25077.46484375,13.590142640879346,0.0757402141892894,
Cyprus,CYP,2013,1810.279,42.46294,1.166972,Europe,1916.32263184,23637.783203125,13.057535994796934,0.08107031930078178,
Cyprus,CYP,2014,1815.4343,40.367233,1.176997,Europe,1873.89135742,22661.11328125,12.482475009561075,0.08269193724787008,
Cyprus,CYP,2015,1824.3308,41.750725,1.187286,Europe,1596.2052002,20097.61328125,11.016430398067062,0.07942262485910077,
Cyprus,CYP,2016,1839.6754,43.303314,1.197889,Europe,1649.41247559,20533.84765625,11.161668877156263,0.08032651762116094,
Cyprus,CYP,2017,1821.4827,42.592216,1.208527,Europe,1773.41162109,22639.234375,12.429014217373572,0.07833355102539769,
Cyprus,CYP,2018,1809.5833,41.64566,1.218834,Europe,2020.73339844,24782.802734375,13.695309154530216,0.08153772678976057,
Cyprus,CYP,2019,1805.2397,42.394142,1.22884,Europe,2043.67858887,24379.080078125,13.50462217185064,0.08382919217299604,
Czechia,CZE,2000,1895.5621,24.99341,10.234712,Europe,342.92105103,4584.30592814259,2.4184414365230187,0.07480326496642432,
Czechia,CZE,2001,1818.3157,27.296064,10.230273,Europe,388.54403687,5013.57963384622,2.7572657673506415,0.07749832759152255,
Czechia,CZE,2002,1816.5702,26.66842,10.23817,Europe,497.74203491,6065.42088764041,3.338941092196938,0.08206224170267486,
Czechia,CZE,2003,1806.224,28.30444,10.248039,Europe,640.66040039,7403.99512618971,4.099156652878995,0.08652901433225288,
Czechia,CZE,2004,1817.061,28.998938,10.261003,Europe,746.32891846,8761.89075435209,4.822012444465041,0.08517898012929381,
Czechia,CZE,2005,1816.9883,30.995367,10.280122,Europe,852.65246582,10122.6887992032,5.571135928174772,0.08423181653940758,
Czechia,CZE,2006,1799.1667,31.548971,10.304822,Europe,942.11804199,11309.7852498,6.286124153920812,0.08330114331805374,
Czechia,CZE,2007,1784.3645,33.9257,10.337831,Europe,1110.17663574,13667.7967774661,7.65975605178544,0.08122572012267056,
Czechia,CZE,2008,1789.5405,34.9061,10.378586,Europe,1449.33679199,16823.8538873491,9.401214382881584,0.08614772820155352,
Czechia,CZE,2009,1778.767,34.344757,10.421515,Europe,1442.24279785,14319.404179344,8.050185425828115,0.1007194698736461,
Czechia,CZE,2010,1799.5005,34.754707,10.46475,Europe,1373.9317627,14232.531464553,7.909156715740284,0.09653460216278897,
Czechia,CZE,2011,1805.6233,35.788155,10.496379,Europe,1516.55541992,15447.399675161,8.555161907337483,0.09817545035483093,
Czechia,CZE,2012,1776.1244,36.074688,10.511065,Europe,1387.40600586,14334.3443049002,8.070574507562759,0.09678894104599642,
Czechia,CZE,2013,1763.0048,35.771816,10.514547,Europe,1554.5090332,14511.8595498347,8.231321633290335,0.10711990616100656,
Czechia,CZE,2014,1776.7375,36.94107,10.517178,Europe,1512.92614746,14284.8566854894,8.039936504683107,0.10591118838432835,
Czechia,CZE,2015,1756.161,37.861492,10.523801,Europe,1284.04675293,12903.3680947709,7.347485848262716,0.09951252599314445,
Czechia,CZE,2016,1778.5255,37.674496,10.527584,Europe,1321.62023926,13479.6391827838,7.579109314307723,0.09804566882976912,
Czechia,CZE,2017,1784.3712,39.42305,10.531315,Europe,1525.34790039,15315.2521119873,8.582996694850992,0.09959665627679122,
Czechia,CZE,2018,1786.6891,40.233643,10.534598,Europe,1753.19909668,17451.2006678758,9.767340421943471,0.10046294980191774,
Czechia,CZE,2019,1787.5435,40.932842,10.536876,Europe,1803.05273438,17471.6552865621,9.774114748291217,0.10319873559815332,16.136227
Czechia,CZE,2019,1787.5435,40.932842,10.536876,Europe,1803.05273438,17471.6552865621,9.774114748291217,0.10319873559815332,
Denmark,DNK,2000,1465.9373,49.45022,5.340662,Europe,2496.04711914,24662.6292359806,16.823795421523553,0.10120766505699594,
Denmark,DNK,2001,1468.6771,48.86709,5.360753,Europe,2602.64282227,24860.1882836577,16.926925791692195,0.10469119511781394,
Denmark,DNK,2002,1462.5846,48.93154,5.3787,Europe,2895.80737305,26835.8966508735,18.348269666502368,0.10790797902986195,
Denmark,DNK,2003,1457.829,50.505646,5.396355,Europe,3607.04296875,32685.851982715,22.420909436370795,0.1103548706840343,
Denmark,DNK,2004,1458.0756,53.430977,5.415583,Europe,4194.87353516,38020.6193751276,26.075890286571973,0.11033154125585366,
Denmark,DNK,2005,1451.3639,57.733273,5.436314,Europe,4442.75537109,40233.2644464588,27.721003978711884,0.11042492902862215,
Denmark,DNK,2006,1455.7018,58.512756,5.457863,Europe,4778.89160156,43212.5561727381,29.68503313847527,0.11059034745495808,
Denmark,DNK,2007,1432.7698,59.79641,5.479722,Europe,5468.37939453,47977.5006886183,33.4858402854515,0.11397799626997378,
Denmark,DNK,2008,1430.0546,62.95679,5.502752,Europe,6137.77636719,52156.6411717294,36.471783085575474,0.11767967087797968,
Denmark,DNK,2009,1417.0284,62.821857,5.526455,Europe,6221.68896484,47573.9670547052,33.57305122092486,0.1307792759364737,
Denmark,DNK,2010,1422.3064,68.3601,5.55085,Europe,6171.28515625,48113.3360165044,33.82768721036789,0.12826558428900156,
Denmark,DNK,2011,1436.9801,69.12133,5.576016,Europe,6438.21240234,51361.5018162591,35.7426674289081,0.12535093746619977,
Denmark,DNK,2012,1423.3478,69.71549,5.600955,Europe,6168.33935547,48806.8030244049,34.29014540536396,0.12638277808086795,
Denmark,DNK,2013,1425.6351,68.29498,5.625393,Europe,6334.41552734,51939.826362982,36.43276344906351,0.12195680984899475,
Denmark,DNK,2014,1413.8082,68.46331,5.650654,Europe,6466.89794922,53755.9090925814,38.02206628351809,0.12030115494991164,
Denmark,DNK,2015,1407.1481,67.80658,5.677795,Europe,5531.87890625,45798.0298023193,32.54670194439327,0.12078857824512475,
Denmark,DNK,2016,1412.0458,69.00419,5.706856,Europe,5624.32910156,46794.9113692132,33.13979714341645,0.12019104079894245,
Denmark,DNK,2017,1405.404,72.54114,5.737286,Europe,5834.02050781,49220.8039134769,35.02253011481175,0.1185275339684693,
Denmark,DNK,2018,1381.9294,73.471725,5.766689,Europe,6232.72167969,52836.9961208992,38.23422247250779,0.11796131758566614,
Denmark,DNK,2019,1380.6077,76.00354,5.795879,Europe,6058.83007813,50967.6115024073,36.91679504786718,0.11887608423329452,12.320651
Denmark,DNK,2019,1380.6077,76.00354,5.795879,Europe,6058.83007813,50967.6115024073,36.91679504786718,0.11887608423329452,
Dominican Republic,DOM,2000,2206.567,10.741322,8.54079,North America,138.99897766,2616.84477863358,1.1859348837509036,0.05311701282205212,
Dominican Republic,DOM,2001,2187.6,12.159381,8.669038,North America,144.17262268,2732.05051877087,1.2488802883392165,0.052770848009378035,
Dominican Republic,DOM,2002,2137.6614,11.998438,8.795104,North America,153.85899353,2844.77304451295,1.3307874879122343,0.054084804349073125,
Dominican Republic,DOM,2003,2130.0408,11.167237,8.919857,North America,105.31115723,2105.62678649456,0.988538241377611,0.05001416105905532,
Dominican Republic,DOM,2004,2151.756,11.204515,9.043135,North America,105.84014893,2113.75610234638,0.9823400526576341,0.05007207255960699,
Dominican Republic,DOM,2005,2153.188,12.313813,9.16477,North America,169.96865845,3496.34090510843,1.6237973205815888,0.04861329689037541,
Dominican Republic,DOM,2006,2123.3628,13.39217,9.284169,North America,162.94297791,3651.62101839829,1.7197348556724692,0.04462209443122103,
Dominican Republic,DOM,2007,2132.8594,14.156733,9.402209,North America,191.22145081,4163.79002880698,1.9522102717164482,0.04592485439636572,
Dominican Republic,DOM,2008,2131.6663,13.8189745,9.522954,North America,230.50578308,4659.26933291528,2.1857404852322713,0.04947251738627734,
Dominican Republic,DOM,2009,2131.3306,14.579355,9.648061,North America,238.2713623,4617.54744570464,2.1665092434297337,0.051601280788494346,
Dominican Republic,DOM,2010,2114.7668,15.407397,9.775756,North America,271.26663208,5070.49631886433,2.3976621530394415,0.05349902948766114,
Dominican Republic,DOM,2011,2107.8098,15.218588,9.903743,North America,295.19439697,5373.68610423011,2.5494169845069083,0.054933316022613615,
Dominican Republic,DOM,2012,2114.4988,15.260428,10.030885,North America,305.4364624,5540.40138349547,2.620196040544204,0.05512894125502842,
Dominican Republic,DOM,2013,2122.6282,15.17758,10.157054,North America,303.37979126,5557.48111350892,2.618207519107171,0.05458944170274471,
Dominican Republic,DOM,2014,2181.511,14.930788,10.282116,North America,313.45751953,5870.81501150706,2.6911691077913704,0.053392504944476914,
Dominican Republic,DOM,2015,2156.5974,15.97378,10.405832,North America,322.94607544,6231.53188745896,2.889520263475677,0.05182450820639035,
Dominican Republic,DOM,2016,2142.102,16.787802,10.527589,North America,329.10879517,6515.92862792434,3.041838636967026,0.05050834868871763,
Dominican Republic,DOM,2017,2142.102,16.889729,10.647247,North America,337.60925293,6739.96273857688,3.1464247447492606,0.05009067053110817,
Dominican Republic,DOM,2018,2142.102,17.066357,10.765532,North America,327.90109253,7124.26632944963,3.3258296427759415,0.04602594532079086,
Dominican Republic,DOM,2019,2142.102,17.53021,10.881886,North America,346.50790405,7278.31682222694,3.3977452157866153,0.047608246867162245,26.796751
Dominican Republic,DOM,2019,2142.102,17.53021,10.881886,North America,346.50790405,7278.31682222694,3.3977452157866153,0.047608246867162245,
Ecuador,ECU,2000,1800.2263,8.451831,12.626511,South America,48.32876968,1010.21871591867,0.5611620694124233,0.04783990725815341,
Ecuador,ECU,2001,1811.8231,8.54152,12.845523,South America,71.49367523,1472.12467239636,0.8125101575293746,0.048564959592465,
Ecuador,ECU,2002,1823.4945,9.023662,13.070617,South America,97.70853424,1726.48743697374,0.946801559847721,0.05659382868795596,
Ecuador,ECU,2003,1835.2412,9.242497,13.301188,South America,132.66273499,1897.58913434368,1.0339726104359905,0.06991120079104168,
Ecuador,ECU,2004,1782.7158,9.732682,13.534598,South America,150.49784851,2007.80798064783,1.126263637001383,0.0749562956022523,
Ecuador,ECU,2005,1808.5057,10.5780945,13.770015,South America,168.6268158,2139.96157292628,1.1832761007755077,0.0787989924367717,
Ecuador,ECU,2006,1772.748,11.242552,14.009064,South America,190.52893066,2324.46541266959,1.3112215682486117,0.08196677378872345,
Ecuador,ECU,2007,1729.0538,11.746122,14.251838,South America,191.11447144,2521.3217440917,1.458208960352593,0.07579931910231016,
Ecuador,ECU,2008,1758.101,12.561716,14.4968,South America,229.09944153,3018.6272644986,1.716981711800744,0.07589524027175772,
Ecuador,ECU,2009,1734.4746,12.076946,14.742768,South America,241.67927551,3322.58562766258,1.9156150385036368,0.07273831364882535,
Ecuador,ECU,2010,1719.4629,12.846698,14.989581,South America,283.82284546,3504.42192698995,2.0380910381898616,0.08098991827270745,
Ecuador,ECU,2011,1699.5295,13.907233,15.237734,South America,336.99700928,3793.52209209551,2.232101350459353,0.08883486140286208,
Ecuador,ECU,2012,1664.7306,14.7645445,15.483884,South America,383.99121094,4220.13403730333,2.535025209065857,0.09099028787847951,
Ecuador,ECU,2013,1661.2454,15.656399,15.722988,South America,411.50024414,4592.0171157307,2.764201553684182,0.08961208849382096,
Ecuador,ECU,2014,1649.2662,15.775506,15.957995,South America,428.62841797,4832.45480572317,2.9300635674963624,0.08869786375702202,
Ecuador,ECU,2015,1620.1982,14.822678,16.195904,South America,459.27081299,4875.50736062232,3.0092042816874627,0.0941995938103512,
Ecuador,ECU,2016,1572.3125,14.931975,16.439588,South America,442.55380249,4803.89759804608,3.055307133948296,0.09212390427930911,
Ecuador,ECU,2017,1566.3596,15.323919,16.696947,South America,464.01971436,4840.35174792924,3.090191899694834,0.09586487481173514,
Ecuador,ECU,2018,1568.1403,15.304225,17.015672,South America,497.168396,4678.03358108069,2.9831728583728703,0.10627721827622008,
Ecuador,ECU,2019,1551.6428,15.255215,17.343742,South America,487.33145142,4621.76608049783,2.9786276071385953,0.10544269072300332,26.310055
Ecuador,ECU,2019,1551.6428,15.255215,17.343742,South America,487.33145142,4621.76608049783,2.9786276071385953,0.10544269072300332,
Estonia,EST,2000,1977.8729,15.343206,1.396881,Europe,209.71313477,3360.6780606812,1.6991375232863546,0.062402030478186224,
Estonia,EST,2001,1970.4961,16.098131,1.388,Europe,214.70414734,3713.51676092676,1.8845593051043135,0.05781693234808978,
Estonia,EST,2002,1972.69,17.122402,1.379241,Europe,250.48020935,4381.98969225154,2.221327067228779,0.05716129588184838,
Estonia,EST,2003,1978.3347,17.849754,1.370663,Europe,349.05804443,5854.69732298377,2.959406880435232,0.059620169100749874,
Estonia,EST,2004,1986.4607,18.683674,1.362489,Europe,455.06811523,7216.3640414905,3.6327746335432156,0.06306058184060351,
Estonia,EST,2005,2008.3733,21.846905,1.354665,Europe,524.68011475,8538.23862897596,4.2513205234186096,0.061450626709987834,
Estonia,EST,2006,2000.9904,22.57687,1.346711,Europe,600.50787354,10243.9726301284,5.1194511628483585,0.05862060503498954,
Estonia,EST,2007,1998.4846,25.209894,1.340576,Europe,832.73309326,13193.380317423,6.601692260937612,0.06311749325988154,
Estonia,EST,2008,1967.7698,26.09065,1.337013,Europe,1038.56225586,14305.9191600524,7.270118262843753,0.0725966814324006,
Estonia,EST,2009,1832.1401,27.819883,1.334557,Europe,963.01965332,11532.8799394043,6.294758757479463,0.08350209647372278,
Estonia,EST,2010,1874.7017,30.204777,1.331535,Europe,926.4541626,11282.4223358694,6.018249375817709,0.08211482738548001,
Estonia,EST,2011,1918.863,30.91355,1.327435,Europe,1015.96826172,13704.931508402,7.142214690888302,0.07413158256917567,
Estonia,EST,2012,1885.6866,32.658714,1.322682,Europe,1013.31420898,13778.3372333754,7.306801264523702,0.0735440127365615,
Estonia,EST,2013,1865.8429,32.855225,1.317985,Europe,1144.64685059,15315.3884359208,8.208294726164137,0.07473834930006337,
Estonia,EST,2014,1859.4319,33.371788,1.314531,Europe,1287.76123047,16276.9113277591,8.753701239480241,0.07911582268521768,
Estonia,EST,2015,1851.6166,31.78334,1.314658,Europe,1156.20288086,14040.886020332,7.583041770273608,0.08234543597788292,
Estonia,EST,2016,1855.1993,32.530643,1.315928,Europe,1226.0859375,14872.6024166644,8.016714116194633,0.08243923310463808,
Estonia,EST,2017,1856.6827,33.487995,1.31755,Europe,1350.12646484,16600.9007484689,8.941161970469643,0.08132850652483553,
Estonia,EST,2018,1810.3788,35.467113,1.322146,Europe,1553.43359375,18854.3733079041,10.414601246934676,0.08239115500586656,
Estonia,EST,2019,1797.2145,37.103794,1.327039,Europe,1598.83752441,19062.7694888207,10.606841581136086,0.0838722581914256,20.17674
Estonia,EST,2019,1797.2145,37.103794,1.327039,Europe,1598.83752441,19062.7694888207,10.606841581136086,0.0838722581914256,
Finland,FIN,2000,1704.7135,47.46425,5.176208,Europe,1726.74182129,20068.2619091976,11.772219736159537,0.08604341666971203,
Finland,FIN,2001,1689.9165,47.483337,5.188007,Europe,1810.39282227,20702.8171092934,12.250792929291713,0.08744668963226859,
Finland,FIN,2002,1682.4988,46.907173,5.200588,Europe,2059.30737305,22457.6749072905,13.347810356411843,0.09169726525792218,
Finland,FIN,2003,1676.4135,47.85348,5.212991,Europe,2613.82861328,27056.4529514337,16.139486440209232,0.09660647749990803,
Finland,FIN,2004,1677.6915,49.805534,5.228143,Europe,3044.12524414,31502.6854002252,18.77740061282137,0.0966306587983207,
Finland,FIN,2005,1667.0387,52.73542,5.24607,Europe,3236.86523438,32328.401549713,19.392712088635374,0.10012450598284331,
Finland,FIN,2006,1661.7432,53.03463,5.266249,Europe,3414.93896484,34313.9569442522,20.649374069502556,0.09952040711562482,
Finland,FIN,2007,1658.0253,56.579884,5.288694,Europe,3918.66015625,40174.2561587458,24.23018283179744,0.09754157340874428,
Finland,FIN,2008,1653.7998,57.646393,5.313358,Europe,4486.36035156,44209.8634258462,26.732294577521532,0.10147871999389985,
