entity,year,awhpw,pophw,population,continent
Singapore,1971,2347.4712,10.4474125,2.095907,Asia
Singapore,1972,2347.384,10.551421,2.131574,Asia
Singapore,1973,2347.3052,11.519184,2.16837,Asia
Singapore,1974,2347.2998,12.803002,2.202332,Asia
Singapore,1975,2326.0078,13.638375,2.232434,Asia
Singapore,1976,2352.1516,14.520831,2.261945,Asia
Singapore,1977,2297.761,15.476223,2.292169,Asia
Singapore,1978,2297.0076,16.928726,2.323256,Asia
Singapore,1979,2272.6187,18.520247,2.358236,Asia
Singapore,1980,2281.1914,19.705738,2.400734,Asia
Singapore,1981,2308.313,18.166807,2.45173,Asia
Singapore,1982,2314.7854,18.053377,2.507222,Asia
Singapore,1983,2320.068,19.482874,2.564775,Asia
Singapore,1984,2329.5845,21.38408,2.624375,Asia
Singapore,1985,2288.495,20.027134,2.685987,Asia
Singapore,1986,2322.7869,20.987019,2.749737,Asia
Singapore,1987,2353.9058,22.492294,2.814749,Asia
Singapore,1988,2367.778,23.070465,2.880509,Asia
Singapore,1989,2427.1814,22.154364,2.945697,Asia
Singapore,1990,2431.6875,23.198656,3.022218,Asia
Singapore,1991,2451.9624,21.36511,3.120627,Asia
Singapore,1992,2455.6333,20.746096,3.228234,Asia
Singapore,1993,2482.596,19.97827,3.334134,Asia
Singapore,1994,2498.54,18.425158,3.438616,Asia
Singapore,1995,2512.1887,18.623278,3.543878,Asia
Singapore,1996,2533.2266,22.307873,3.651905,Asia
Singapore,1997,2547.5059,21.954796,3.760649,Asia
Singapore,1998,2535.0984,24.276775,3.866296,Asia
Singapore,1999,2556.5112,24.299772,3.966485,Asia
Singapore,2000,2574.2783,30.42399,4.053602,Asia
Singapore,2001,2553.5078,29.471651,4.121341,Asia
Singapore,2002,2545.0193,31.106705,4.176799,Asia
Singapore,2003,2550.024,30.018806,4.226417,Asia
Singapore,2004,2515.5842,33.862076,4.270407,Asia
Singapore,2005,2515.7249,44.355186,4.344645,Asia
Singapore,2006,2507.1008,46.44072,4.486581,Asia
Singapore,2007,2484.9014,46.967743,4.663262,Asia
Singapore,2008,2477.469,40.87993,4.838404,Asia
Singapore,2009,2440.5144,39.941437,5.010707,Asia
Singapore,2010,2476.2314,47.979073,5.163585,Asia
Singapore,2011,2433.7263,50.826103,5.281351,Asia
Singapore,2012,2441.2637,49.144577,5.381003,Asia
Singapore,2013,2430.6667,46.140568,5.478063,Asia
Singapore,2014,2390.9858,49.082344,5.570505,Asia
Singapore,2015,2362.4236,48.794605,5.65002,Asia
Singapore,2016,2351.1113,49.45969,5.711936,Asia
Singapore,2017,2333.3447,54.29878,5.764489,Asia
Singapore,2018,2306.0088,55.62514,5.814543,Asia
Singapore,2019,2330.1658,54.55258,5.866408,Asia
Slovakia,1990,1827.6455,23.29104,5.26131,Europe
Slovakia,1991,1827.7343,19.993107,5.28023,Europe
Slovakia,1992,1827.675,19.910147,5.301897,Europe
Slovakia,1993,1827.8033,20.169422,5.321863,Europe
Slovakia,1994,1827.4283,21.292253,5.338814,Europe
Slovakia,1995,1853.0483,21.491716,5.349999,Europe
Slovakia,1996,1819.6322,22.733274,5.358288,Europe
Slovakia,1997,1829.9979,23.491076,5.365829,Europe
Slovakia,1998,1821.8607,23.097233,5.371086,Europe
Slovakia,1999,1816.2406,22.678707,5.374617,Europe
Slovakia,2000,1815.6061,24.144154,5.3767,Europe
Slovakia,2001,1800.7356,25.50519,5.376457,Europe
Slovakia,2002,1754.074,26.593657,5.375206,Europe
Slovakia,2003,1697.5651,27.36018,5.374381,Europe
Slovakia,2004,1741.9944,26.86491,5.374932,Europe
Slovakia,2005,1769.4879,29.709795,5.376251,Europe
Slovakia,2006,1774.454,30.855715,5.377239,Europe
Slovakia,2007,1791.201,32.386356,5.378381,Europe
Slovakia,2008,1793.3569,34.62105,5.381641,Europe
Slovakia,2009,1780.3383,33.67581,5.388934,Europe
Slovakia,2010,1805.1501,37.117123,5.396428,Europe
Slovakia,2011,1793.0128,37.21693,5.402686,Europe
Slovakia,2012,1789.0425,37.538563,5.409283,Europe
Slovakia,2013,1771.6141,36.791916,5.414744,Europe
Slovakia,2014,1759.6132,37.956326,5.419572,Europe
Slovakia,2015,1754.0863,37.41844,5.424449,Europe
Slovakia,2016,1740.0107,35.256275,5.431205,Europe
Slovakia,2017,1713.781,35.165665,5.439418,Europe
Slovakia,2018,1703.9254,35.154427,5.446746,Europe
Slovakia,2019,1694.9402,35.82719,5.453932,Europe
Slovenia,1995,1755.705,25.936514,1.991115,Europe
Slovenia,1996,1727.5955,27.861086,1.990671,Europe
Slovenia,1997,1715.1057,29.07035,1.989831,Europe
Slovenia,1998,1728.2947,28.589737,1.988287,Europe
Slovenia,1999,1730.0756,29.04555,1.986263,Europe
Slovenia,2000,1710.0728,30.183662,1.984339,Europe
Slovenia,2001,1695.8553,30.578573,1.982489,Europe
Slovenia,2002,1720.4906,30.27885,1.983769,Europe
Slovenia,2003,1723.7886,31.049395,1.989413,Europe
Slovenia,2004,1736.5251,31.913849,1.996731,Europe
Slovenia,2005,1696.5479,35.70346,2.00478,Europe
Slovenia,2006,1667.4188,35.830597,2.013577,Europe
Slovenia,2007,1654.9103,36.134407,2.02323,Europe
Slovenia,2008,1673.4811,38.628654,2.034037,Europe
Slovenia,2009,1678.9883,36.110195,2.045578,Europe
Slovenia,2010,1680.3325,37.615192,2.057294,Europe
Slovenia,2011,1663.3593,40.164043,2.065457,Europe
Slovenia,2012,1644.3524,40.54615,2.069365,Europe
Slovenia,2013,1662.2393,40.011208,2.072374,Europe
Slovenia,2014,1681.75,39.85244,2.074923,Europe
Slovenia,2015,1687.3127,38.51726,2.080865,Europe
Slovenia,2016,1652.3846,39.546898,2.09002,Europe
Slovenia,2017,1621.4988,40.554752,2.098396,Europe
Slovenia,2018,1598.7039,42.5601,2.105931,Europe
Slovenia,2019,1592.934,42.50005,2.112905,Europe
South Africa,2001,2376.3381,14.418629,47.229712,Africa
South Africa,2002,2382.7659,14.43183,47.661516,Africa
South Africa,2003,2318.6794,15.460175,48.104044,Africa
South Africa,2004,2342.2734,16.013725,48.556064,Africa
South Africa,2005,2399.4282,16.981928,49.017156,Africa
South Africa,2006,2315.748,16.608631,49.491764,Africa
South Africa,2007,2322.1228,17.33961,49.996096,Africa
South Africa,2008,2284.2344,17.446796,50.565816,Africa
South Africa,2009,2249.3083,17.575262,51.17078,Africa
South Africa,2010,2235.743,18.785038,51.784928,Africa
South Africa,2011,2254.5857,18.793608,52.44332,Africa
South Africa,2012,2224.1082,19.016754,53.145036,Africa
South Africa,2013,2211.9863,18.848959,53.873608,Africa
South Africa,2014,2209.0916,18.931772,54.729556,Africa
South Africa,2016,2218.455,17.885271,56.422272,Africa
South Africa,2017,2197.0332,18.054855,56.641208,Africa
South Africa,2018,2191.3633,17.883596,57.339632,Africa
South Africa,2019,2191.3633,17.969189,58.08706,Africa
South Korea,1953,2484.4868,1.5332465,20.862402,Asia
South Korea,1954,2520.6353,1.5661155,21.432886,Asia
South Korea,1955,2557.3096,1.6520659,22.075012,Asia
South Korea,1956,2594.5176,1.6478194,22.763458,Asia
South Korea,1957,2632.2668,1.7407553,23.494054,Asia
South Korea,1958,2670.5654,1.7448703,24.25685,Asia
South Korea,1959,2709.4214,1.7153504,25.036094,Asia
South Korea,1960,2748.8425,1.668106,25.81753,Asia
South Korea,1961,2788.8372,1.6948746,26.55223,Asia
South Korea,1962,2829.4138,1.6225559,27.234476,Asia
South Korea,1963,2870.5808,1.7192254,27.905876,Asia
South Korea,1964,2779.931,1.9007819,28.555858,Asia
South Korea,1965,2900.7974,1.8195035,29.179406,Asia
South Korea,1966,2882.6675,2.0271392,29.838228,Asia
South Korea,1967,2918.9275,2.0386188,30.540604,Asia
South Korea,1968,2973.3174,2.1282914,31.22964,Asia
South Korea,1969,3039.794,2.312431,31.912022,Asia
South Korea,1970,2918.9275,2.5252032,32.601146,Asia
South Korea,1971,2913.0852,2.8847992,33.288372,Asia
South Korea,1972,2907.2305,3.1233468,33.97686,Asia
South Korea,1973,2901.4478,3.6231813,34.659716,Asia
South Korea,1974,2895.6477,4.1419706,35.31934,Asia
South Korea,1975,2889.8525,4.675133,35.9307,Asia
South Korea,1976,2884.0376,4.8103185,36.456328,Asia
South Korea,1977,2878.3147,5.1032534,36.911304,Asia
South Korea,1978,2872.5322,5.353077,37.329988,Asia
South Korea,1979,2866.8564,5.563102,37.737924,Asia
South Korea,1980,2860.942,5.244062,38.1705,Asia
South Korea,1981,2876.925,5.425911,38.731908,Asia
South Korea,1982,2889.9111,5.6521635,39.403428,Asia
South Korea,1983,2907.8918,6.266925,40.053744,Asia
South Korea,1984,2903.896,6.921118,40.66436,Asia
South Korea,1985,2878.9229,7.040193,41.2327,Asia
South Korea,1986,2907.8918,7.922647,41.808708,Asia
South Korea,1987,2876.925,8.813795,42.40526,Asia
South Korea,1988,2830.974,9.890169,42.988456,Asia
South Korea,1989,2728.084,10.91254,43.567516,Asia
South Korea,1990,2674.1416,12.182273,44.12004,Asia
South Korea,1991,2658.1587,13.509274,44.487412,Asia
South Korea,1992,2636.1824,14.439435,44.703708,Asia
South Korea,1993,2653.164,15.54809,44.932856,Asia
South Korea,1994,2637.1812,17.106663,45.165784,Asia
South Korea,1995,2645.1726,18.621534,45.393416,Asia
South Korea,1996,2634.1843,20.472479,45.660164,Asia
South Korea,1997,2579.2432,20.179276,45.962392,Asia
South Korea,1998,2485.3435,19.581148,46.25026,Asia
South Korea,1999,2492.336,21.307796,46.520448,Asia
South Korea,2000,2509.3179,21.869509,46.788588,Asia
South Korea,2001,2496.3318,22.238785,47.064784,Asia
South Korea,2002,2461.3691,23.674788,47.320664,Asia
South Korea,2003,2421.4119,25.069714,47.53974,Asia
South Korea,2004,2389.446,26.519978,47.727288,Asia
South Korea,2005,2348.4897,28.836796,47.889576,Asia
South Korea,2006,2343.495,29.512959,48.049348,Asia
South Korea,2007,2303.5378,31.401978,48.2206,Asia
South Korea,2008,2216.6306,32.576744,48.398632,Asia
South Korea,2009,2167.4614,32.299507,48.588024,Asia
South Korea,2010,2153.4133,34.401585,48.813036,Asia
South Korea,2011,2126.3198,34.31749,49.16988,Asia
South Korea,2012,2110.2646,34.104088,49.634188,Asia
South Korea,2013,2100.2302,33.014214,50.098228,Asia
South Korea,2014,2070.3123,34.302982,50.558044,Asia
South Korea,2015,2077.2932,35.88307,50.994396,Asia
South Korea,2016,2062.3342,36.87733,51.309984,Asia
South Korea,2017,2012.4713,39.083927,51.51164,Asia
South Korea,2018,1987.5397,40.092373,51.6769,Asia
South Korea,2019,1979.5262,40.768528,51.803832,Asia
Spain,1950,2209.257,4.2093525,28.069696,Europe
Spain,1951,2205.0786,4.952261,28.207082,Europe
Spain,1952,2201.016,5.182965,28.404774,Europe
Spain,1953,2197.0557,4.9694395,28.63354,Europe
Spain,1954,2214.114,5.531813,28.862382,Europe
Spain,1955,2196.0244,5.8054724,29.095376,Europe
Spain,1956,2179.8887,6.18243,29.329782,Europe
Spain,1957,2164.8123,6.3979545,29.577444,Europe
Spain,1958,2150.18,6.5882616,29.857444,Europe
Spain,1959,2139.6284,6.5457077,30.15051,Europe
Spain,1960,2130.374,7.4155407,30.415594,Europe
Spain,1961,2112.1174,8.220225,30.711868,Europe
Spain,1962,2094.913,9.037536,31.05263,Europe
Spain,1963,2077.9846,9.915869,31.388554,Europe
Spain,1964,2032.2559,10.606906,31.747644,Europe
Spain,1965,2024.5305,11.165489,32.112016,Europe
Spain,1966,2025.9194,11.888808,32.462272,Europe
Spain,1967,2034.7692,12.342417,32.814224,Europe
Spain,1968,1997.013,13.353511,33.157582,Europe
Spain,1969,1988.7646,14.520748,33.480508,Europe
Spain,1970,1996.7205,14.90053,33.792624,Europe
Spain,1971,1996.8364,15.466237,34.133624,Europe
Spain,1972,1992.6925,16.556398,34.515176,Europe
Spain,1973,1980.8545,17.43986,34.898152,Europe
Spain,1974,1987.0275,18.1054,35.3299,Europe
Spain,1975,1996.8555,18.42838,35.760432,Europe
Spain,1976,2006.9664,19.413439,36.139072,Europe
Spain,1977,2000.7765,20.50535,36.51308,Europe
Spain,1978,1973.5525,22.025837,36.86544,Europe
Spain,1979,1929.8564,23.301933,37.188964,Europe
Spain,1980,1918.1224,24.862436,37.491664,Europe
Spain,1981,1884.0204,24.647726,37.758648,Europe
Spain,1982,1862.9254,24.323423,37.982144,Europe
Spain,1983,1830.7574,24.323198,38.169764,Europe
Spain,1984,1786.6924,25.075632,38.329928,Europe
Spain,1985,1776.7004,25.155844,38.471924,Europe
Spain,1986,1768.6674,26.321772,38.590808,Europe
Spain,1987,1760.6494,27.108795,38.694532,Europe
Spain,1988,1756.5784,28.179577,38.781724,Europe
Spain,1989,1744.5604,29.23166,38.84732,Europe
Spain,1990,1746.5284,29.706087,38.889888,Europe
Spain,1991,1755.5294,30.560263,38.997064,Europe
Spain,1992,1747.5654,31.970045,39.202248,Europe
Spain,1993,1739.5524,33.561295,39.42054,Europe
Spain,1994,1738.5074,35.232494,39.623732,Europe
Spain,1995,1738.7964,36.420605,39.814568,Europe
Spain,1996,1740.3392,37.20397,39.996476,Europe
Spain,1997,1742.6367,38.65604,40.180048,Europe
Spain,1998,1751.1058,39.347706,40.362356,Europe
Spain,1999,1756.2737,39.084496,40.542232,Europe
Spain,2000,1752.8208,39.56358,40.741652,Europe
Spain,2001,1762.0698,39.063046,40.966448,Europe
Spain,2002,1763.6475,39.386444,41.477652,Europe
Spain,2003,1754.6332,38.99506,42.230268,Europe
Spain,2004,1739.9012,39.34177,42.959672,Europe
Spain,2005,1723.7191,42.210934,43.685372,Europe
Spain,2006,1713.7406,44.520966,44.422824,Europe
Spain,2007,1701.3077,46.45947,45.245784,Europe
Spain,2008,1710.1262,47.022587,45.966544,Europe
Spain,2009,1715.8046,48.159397,46.367772,Europe
Spain,2010,1705.7755,48.991467,46.572776,Europe
Spain,2011,1710.6917,49.908657,46.729232,Europe
Spain,2012,1696.7266,52.12421,46.756084,Europe
Spain,2013,1689.8245,52.641403,46.60346,Europe
Spain,2014,1690.564,52.219486,46.464548,Europe
Spain,2015,1694.2372,53.697327,46.431344,Europe
Spain,2016,1701.4501,54.58749,46.47332,Europe
Spain,2017,1689.4762,56.063015,46.584168,Europe
Spain,2018,1695.501,55.855927,46.792044,Europe
Spain,2019,1685.9515,56.31081,47.131372,Europe
Sri Lanka,1970,1895.5146,5.7481346,12.388767,Asia
Sri Lanka,1971,1895.1642,5.553913,12.654656,Asia
Sri Lanka,1972,1894.9242,5.5919013,12.914457,Asia
Sri Lanka,1973,1894.8062,5.820993,13.169738,Asia
Sri Lanka,1974,1894.7361,6.0267286,13.418276,Asia
Sri Lanka,1975,1894.6537,5.7754326,13.662872,Asia
Sri Lanka,1976,1894.2008,5.283566,13.91017,Asia
Sri Lanka,1977,1949.3335,4.9117985,14.159059,Asia
Sri Lanka,1978,1953.1152,4.8720555,14.414817,Asia
Sri Lanka,1979,1956.9513,4.426274,14.680394,Asia
Sri Lanka,1980,1960.8511,4.4011226,14.943644,Asia
Sri Lanka,1981,1968.4738,4.667469,15.19892,Asia
Sri Lanka,1982,1972.9618,4.5285296,15.438754,Asia
Sri Lanka,1983,1986.3512,4.4915776,15.658448,Asia
Sri Lanka,1984,1966.2671,4.5647106,15.872577,Asia
Sri Lanka,1985,1893.4132,4.9997396,16.092339,Asia
Sri Lanka,1986,1956.422,5.1823993,16.317998,Asia
Sri Lanka,1987,1962.9956,5.382492,16.547143,Asia
Sri Lanka,1988,1969.5181,5.466899,16.773736,Asia
Sri Lanka,1989,1976.1238,5.6409006,16.990582,Asia
Sri Lanka,1990,1982.9016,5.8184776,17.204098,Asia
Sri Lanka,1991,1998.1084,5.9432445,17.416596,Asia
Sri Lanka,1992,2001.6265,6.4665484,17.624462,Asia
Sri Lanka,1993,2017.4285,6.633952,17.82561,Asia
Sri Lanka,1994,1961.7678,7.239582,18.011746,Asia
Sri Lanka,1995,1943.4846,7.3714666,18.17757,Asia
Sri Lanka,1996,1936.9487,7.525279,18.322504,Asia
Sri Lanka,1997,1894.8599,7.9399147,18.44912,Asia
Sri Lanka,1998,1910.4878,7.8684635,18.560806,Asia
Sri Lanka,1999,1932.7937,7.744222,18.670408,Asia
Sri Lanka,2000,2000.7396,7.3130565,18.776374,Asia
Sri Lanka,2001,1975.6603,7.4968944,18.920278,Asia
Sri Lanka,2002,1812.2015,8.34636,19.110706,Asia
Sri Lanka,2003,1733.8713,8.783546,19.303182,Asia
Sri Lanka,2004,1856.2976,8.072611,19.490434,Asia
Sri Lanka,2005,1887.6926,8.027195,19.673866,Asia
Sri Lanka,2006,1835.4296,9.716973,19.870706,Asia
Sri Lanka,2007,1861.298,10.624909,20.078652,Asia
Sri Lanka,2008,1823.991,10.802232,20.28564,Asia
Sri Lanka,2009,1810.6287,12.216344,20.482484,Asia
Sri Lanka,2010,1872.336,12.932431,20.668556,Asia
Sri Lanka,2011,1993.6793,13.874193,20.859746,Asia
Sri Lanka,2012,2052.9534,15.157523,21.01715,Asia
Sri Lanka,2013,1896.6604,16.48785,21.131762,Asia
Sri Lanka,2014,1926.3551,16.443434,21.239448,Asia
Sri Lanka,2015,1924.0125,16.714605,21.336692,Asia
Sri Lanka,2016,1922.449,17.275408,21.425494,Asia
Sri Lanka,2017,1922.5132,17.048513,21.506816,Asia
Sri Lanka,2018,1922.5132,17.891243,21.580712,Asia
Sri Lanka,2019,1922.5132,18.01952,21.649664,Asia
Sweden,1950,2005.2626,10.858836,7.014611,Europe
Sweden,1951,1995.465,11.14681,7.068422,Europe
Sweden,1952,1995.465,11.347253,7.119455,Europe
Sweden,1953,1975.8695,11.91346,7.169979,Europe
Sweden,1954,1986.7559,12.356361,7.217603,Europe
Sweden,1955,1975.8695,12.658132,7.264358,Europe
Sweden,1956,1950.8309,13.052118,7.3121,Europe
Sweden,1957,1950.8309,13.279284,7.358125,Europe
Sweden,1958,1919.2606,13.727326,7.403293,Europe
Sweden,1959,1893.1334,14.528428,7.449319,Europe
Sweden,1960,1888.7788,14.594508,7.492907,Europe
Sweden,1961,1890.956,15.391919,7.536314,Europe
Sweden,1962,1878.9812,16.01954,7.582638,Europe
Sweden,1963,1872.4493,16.832603,7.632938,Europe
Sweden,1964,1841.9677,18.094172,7.691821,Europe
Sweden,1965,1831.0813,18.662718,7.755758,Europe
Sweden,1966,1816.9291,19.11123,7.819976,Europe
Sweden,1967,1786.4473,20.401386,7.882645,Europe
Sweden,1968,1742.902,21.418922,7.937776,Europe
Sweden,1969,1720.0406,22.314129,7.983538,Europe
Sweden,1970,1703.7112,23.598629,8.027701,Europe
Sweden,1971,1672.1832,24.413507,8.073823,Europe
Sweden,1972,1633.2871,25.53271,8.117718,Europe
Sweden,1973,1617.4052,26.78763,8.156938,Europe
Sweden,1974,1599.0721,27.168604,8.193157,Europe
Sweden,1975,1575.3861,27.59229,8.224408,Europe
Sweden,1976,1588.1461,27.491,8.246992,Europe
Sweden,1977,1557.8522,27.374071,8.265245,Europe
Sweden,1978,1520.7782,28.62475,8.281304,Europe
Sweden,1979,1511.5731,29.242931,8.296037,Europe
Sweden,1980,1514.6051,29.056602,8.311761,Europe
Sweden,1981,1506.2222,29.637472,8.326689,Europe
Sweden,1982,1520.3322,29.726414,8.340726,Europe
Sweden,1983,1529.6162,30.272861,8.355111,Europe
Sweden,1984,1531.7902,31.454865,8.371284,Europe
Sweden,1985,1535.8221,31.78546,8.389918,Europe
Sweden,1986,1533.8431,33.885395,8.411798,Europe
Sweden,1987,1543.9462,34.909298,8.438,Europe
Sweden,1988,1563.4882,35.362347,8.468135,Europe
Sweden,1989,1562.3412,35.823856,8.504982,Europe
Sweden,1990,1558.6711,36.176434,8.548407,Europe
Sweden,1991,1545.4252,36.896164,8.59417,Europe
Sweden,1992,1563.0082,37.865353,8.640277,Europe
Sweden,1993,1594.6812,37.79536,8.683403,Europe
Sweden,1994,1633.4432,39.588776,8.723467,Europe
Sweden,1995,1638.931,41.539886,8.758496,Europe
Sweden,1996,1651.4807,42.876877,8.785493,Europe
Sweden,1997,1656.3065,44.848827,8.807868,Europe
Sweden,1998,1655.1837,45.998344,8.828629,Europe
Sweden,1999,1664.7767,47.301346,8.848881,Europe
Sweden,2000,1643.4385,49.93068,8.871042,Europe
Sweden,2001,1620.1521,48.27664,8.896748,Europe
Sweden,2002,1597.025,49.211044,8.926011,Europe
Sweden,2003,1583.2998,51.32245,8.961506,Europe
Sweden,2004,1606.8491,53.313663,9.004263,Europe
Sweden,2005,1605.5138,55.468353,9.051739,Europe
Sweden,2006,1603.9514,56.860283,9.104724,Europe
Sweden,2007,1616.8903,58.842804,9.164274,Europe
Sweden,2008,1627.1318,59.523712,9.229282,Europe
Sweden,2009,1613.0963,57.281887,9.301413,Europe
Sweden,2010,1640.5142,58.980328,9.381722,Europe
Sweden,2011,1640.9915,61.892174,9.467384,Europe
Sweden,2012,1627.2946,62.106907,9.555984,Europe
Sweden,2013,1617.9559,61.808903,9.648935,Europe
Sweden,2014,1619.4305,61.54204,9.747507,Europe
Sweden,2015,1620.9257,63.007225,9.849344,Europe
Sweden,2016,1634.1693,62.609314,9.953322,Europe
Sweden,2017,1621.4727,64.33747,10.058191,Europe
Sweden,2018,1620.7349,63.764103,10.1623,Europe
Sweden,2019,1605.2766,65.53587,10.267922,Europe
Switzerland,1950,2039.9952,15.77341,4.692636,Europe
Switzerland,1951,2032.3508,16.673876,4.748099,Europe
Switzerland,1952,2024.7351,16.399836,4.811625,Europe
Switzerland,1953,2017.148,16.989468,4.87572,Europe
Switzerland,1954,2009.5891,18.031937,4.938947,Europe
Switzerland,1955,2002.0587,19.082586,5.002416,Europe
Switzerland,1956,1994.5564,19.974682,5.065957,Europe
Switzerland,1957,1987.0823,20.342276,5.130587,Europe
Switzerland,1958,1979.6362,19.803474,5.196919,Europe
Switzerland,1959,1972.218,21.428202,5.263263,Europe
Switzerland,1960,1964.8275,22.737736,5.328275,Europe
Switzerland,1961,1967.6351,23.567085,5.434674,Europe
Switzerland,1962,1970.4468,23.763697,5.574228,Europe
Switzerland,1963,1973.2623,24.445429,5.694677,Europe
Switzerland,1964,1976.082,25.46338,5.78975,Europe
Switzerland,1965,1978.9056,26.199947,5.857048,Europe
Switzerland,1966,1981.7334,26.889849,5.918589,Europe
Switzerland,1967,1984.5652,27.606853,5.992343,Europe
Switzerland,1968,1987.401,28.411537,6.068208,Europe
Switzerland,1969,1990.2408,29.497551,6.136805,Europe
Switzerland,1970,1993.0847,30.962076,6.181231,Europe
Switzerland,1971,1982.7787,31.940605,6.213706,Europe
Switzerland,1972,1958.4653,32.9581,6.26116,Europe
Switzerland,1973,1931.6665,34.049995,6.307365,Europe
Switzerland,1974,1902.8224,35.011158,6.34122,Europe
Switzerland,1975,1894.04,33.099533,6.338272,Europe
Switzerland,1976,1890.9156,33.395935,6.302079,Europe
Switzerland,1977,1863.4858,34.412994,6.280842,Europe
Switzerland,1978,1849.0386,35.13215,6.281527,Europe
Switzerland,1979,1836.3763,36.428448,6.294185,Europe
Switzerland,1980,1821.8396,37.88578,6.319116,Europe
Switzerland,1981,1802.5231,37.585957,6.353701,Europe
Switzerland,1982,1791.4211,37.518948,6.390953,Europe
Switzerland,1983,1776.668,38.167744,6.418416,Europe
Switzerland,1984,1757.5706,38.62007,6.441452,Europe
Switzerland,1985,1751.3289,38.904556,6.46983,Europe
Switzerland,1986,1742.7521,40.513836,6.503525,Europe
Switzerland,1987,1741.4824,40.41738,6.544455,Europe
Switzerland,1988,1740.955,40.27111,6.592667,Europe
Switzerland,1989,1725.7891,41.45908,6.646209,Europe
Switzerland,1990,1716.2208,42.746082,6.711685,Europe
Switzerland,1991,1713.7753,41.561443,6.795392,Europe
Switzerland,1992,1723.1902,42.012085,6.873188,Europe
Switzerland,1993,1719.4904,42.976044,6.936123,Europe
Switzerland,1994,1741.3113,43.79015,6.991543,Europe
Switzerland,1995,1720.2662,45.12358,7.038302,Europe
Switzerland,1996,1696.872,46.428757,7.069694,Europe
Switzerland,1997,1687.4536,48.614483,7.086993,Europe
Switzerland,1998,1695.5344,49.182507,7.108225,Europe
Switzerland,1999,1717.401,49.913273,7.142199,Europe
Switzerland,2000,1712.743,50.3207,7.182052,Europe
Switzerland,2001,1672.8507,50.60761,7.224413,Europe
Switzerland,2002,1651.2583,51.1782,7.276479,Europe
Switzerland,2003,1664.5405,51.978863,7.330729,Europe
Switzerland,2004,1694.9532,52.806225,7.381153,Europe
Switzerland,2005,1689.9702,57.021378,7.428437,Europe
Switzerland,2006,1679.2384,59.944504,7.475014,Europe
Switzerland,2007,1668.87,64.84992,7.541909,Europe
Switzerland,2008,1659.459,68.55738,7.638288,Europe
Switzerland,2009,1650.7788,67.56619,7.734402,Europe
Switzerland,2010,1624.3464,70.88482,7.822444,Europe
Switzerland,2011,1619.3169,76.303345,7.910988,Europe
Switzerland,2012,1603.2313,78.00944,7.995738,Europe
Switzerland,2013,1582.8923,77.79825,8.08837,Europe
Switzerland,2014,1575.3215,78.753746,8.187792,Europe
Switzerland,2015,1589.4751,77.436226,8.281735,Europe
Switzerland,2016,1590.2267,77.82247,8.372902,Europe
Switzerland,2017,1569.5309,80.58823,8.451688,Europe
Switzerland,2018,1561.1827,81.968315,8.514431,Europe
Switzerland,2019,1556.8828,82.918655,8.575593,Europe
Taiwan,1951,2356.4001,1.7312752,7.934693,Asia
Taiwan,1952,2353.4768,1.9633273,8.251047,Asia
Taiwan,1953,2350.5574,2.1465368,8.572129,Asia
Taiwan,1954,2347.6414,2.3178558,8.897782,Asia
Taiwan,1955,2344.729,2.4711213,9.229468,Asia
Taiwan,1956,2341.8203,2.641868,9.567059,Asia
Taiwan,1957,2338.915,2.8316276,9.909456,Asia
Taiwan,1958,2336.0137,3.0093148,10.256967,Asia
Taiwan,1959,2333.1157,3.269034,10.612776,Asia
Taiwan,1960,2330.2214,3.475266,10.983152,Asia
Taiwan,1961,2327.3306,3.660054,11.371858,Asia
Taiwan,1962,2324.4436,3.8001552,11.77906,Asia
Taiwan,1963,2321.56,4.036154,12.200155,Asia
Taiwan,1964,2318.68,4.502321,12.630949,Asia
Taiwan,1965,2315.8035,5.0955157,13.070711,Asia
Taiwan,1966,2312.9307,5.366586,13.515908,Asia
Taiwan,1967,2310.0613,5.791475,13.917831,Asia
Taiwan,1968,2307.1956,6.168899,14.271108,Asia
Taiwan,1969,2304.3335,6.5292196,14.617243,Asia
Taiwan,1970,2301.4749,7.1502995,14.957875,Asia
Taiwan,1971,2305.1072,7.8370457,15.29207,Asia
Taiwan,1972,2307.1074,8.540299,15.617412,Asia
Taiwan,1973,2305.336,9.067833,15.933851,Asia
Taiwan,1974,2307.025,9.318994,16.243908,Asia
Taiwan,1975,2308.48,9.282202,16.551776,Asia
Taiwan,1976,2307.9958,10.448288,16.860826,Asia
Taiwan,1977,2306.3406,10.780841,17.171488,Asia
Taiwan,1978,2303.0276,11.854256,17.482888,Asia
Taiwan,1979,2336.6174,12.4104,17.793468,Asia
Taiwan,1980,2313.9087,13.274427,18.10028,Asia
Taiwan,1981,2310.124,13.874406,18.400564,Asia
Taiwan,1982,2269.4377,14.226761,18.692876,Asia
Taiwan,1983,2254.772,14.790896,18.976102,Asia
Taiwan,1984,2254.2988,15.579275,19.249256,Asia
Taiwan,1985,2244.3638,15.57345,19.511876,Asia
Taiwan,1986,2242.9446,17.022797,19.761802,Asia
Taiwan,1987,2276.5342,18.705236,19.995934,Asia
Taiwan,1988,2250.5142,20.102743,20.211368,Asia
Taiwan,1989,2231.5903,21.682493,20.404386,Asia
Taiwan,1990,2230.644,23.624458,20.586176,Asia
Taiwan,1991,2217.8704,25.034227,20.770622,Asia
